720777783417307000,a a reflective wee night of at church tonight what a privilege to for the,"Titusville, FL",28.63808,-80.8489,15/4/2016,0:56,3,0
720710321669668000,a afternoon at thanks to and jose blanco,"Vero Beach, FL",27.64079976,-80.38381484,14/4/2016,20:28,5,0
720611772080726000,a b or c whats your to find your dream home its only a phone call away give_,"Doctor Phillips, FL",28.45102684,-81.49015033,14/4/2016,13:56,0,0
720632205039550000,a back seat thriller straight from the back row of a drive in,"High Springs, FL",29.8264928,-82.5927667,14/4/2016,15:18,0,1
721026042857529000,a bear party__ to isabellas in,"Orlando, FL",28.56811565,-81.326372,15/4/2016,17:22,3,0
720963151198556000,a birds eye view from read about our stay in miami issue,"Miami Beach, FL",25.8196645,-80.12181113,15/4/2016,13:13,0,3
720609131883835000,a blockbuster night now if only i can find a vcr,"Opa-Locka, FL",25.89833968,-80.24376726,14/4/2016,13:46,4,0
720851997230936000,a break from the mountainsat the beach in south beach maimi,"Miami Beach, FL",25.79414235,-80.12855755,15/4/2016,5:51,3,1
721136015650369000,a celebration of life kicking off out back good nights and good friends,"Boca Raton, FL",26.37175,-80.07711,16/4/2016,0:39,2,0
721246977548095000,a community prays for answers in disappearance of a missing priest michael yoshida reports on the next step for_,"Downtown Jacksonville, FL",30.32633066,-81.65339546,16/4/2016,8:00,0,0
720661894785339000,a day at the ballpark with the kids always makes me feel better tampa bay rays tropicana field,"St Petersburg, FL",27.76823801,-82.65324734,14/4/2016,17:15,0,1
721010624973639000,a day at the beach with the girls missing you kris10cuts_,"New Smyrna Beach, FL",29.0382985,-80.89540618,15/4/2016,16:21,0,0
721164137838022000,a day in the life south beach miami,"Miami Beach, FL",25.78444509,-80.13123805,16/4/2016,2:31,0,1
720566514408157000,a diferen_a entre f_ e temor que na f_ espera que aconte_a o melhor e no temor,"Miami, FL",25.77787366,-80.1861047,14/4/2016,10:56,0,0
720769913753878000,a dream and a dollar a hustle and a grind,"Tallahassee, FL",30.3959986,-84.2858256,15/4/2016,0:25,0,0
721122197427752000,a few shots from this weeks eng sirata beach resort,"St Pete Beach, FL",27.7270561,-82.74302,15/4/2016,23:45,1,2
720776857998749000,a few weeks ago in mi colorful hometowwn miami wynwood art district,"Miami, FL",25.80094537,-80.1990656,15/4/2016,0:52,3,1
721048090694787000,a fountain in downtown clearwater film,"Clearwater, FL",27.9736,-82.7643,15/4/2016,18:50,5,0
721155228867960000,a goat chillin in gulfport such a a cool town but were going back to the beach soon,"Gulfport, FL",27.73760357,-82.70909281,16/4/2016,1:56,0,1
721130005091250000,a good start to friday night cheers all EMO_POS samuel adams summer ale,"Hudson, FL",28.3621,-82.7104,16/4/2016,0:16,1,0
721067825289252000,a great day of training at kw property management kw property_,"Doral, FL",25.8035107,-80.3301315,15/4/2016,20:09,1,1
721286346820685000,a great man is always willing to be little,"Tamarac, FL",26.2165418,-80.2577016,16/4/2016,10:37,0,0
721123508596695000,a greek salad with some warm pita to start fandango,"Sarasota, FL",27.31703134,-82.53387405,15/4/2016,23:50,1,1
721146582620639000,a ground stop for is no longer in effect,"Miami, FL",25.796,-80.278234,16/4/2016,1:21,2,0
721130352421576000,a ground stop is in place at due to weather thunderstorms,"Miami, FL",25.796,-80.278234,16/4/2016,0:17,2,0
721116654239891000,a ground stop is in place at due to weather thunderstorms,"Miami, FL",25.796,-80.278234,15/4/2016,23:23,2,0
721123496852594000,a ground stop is in place at due to wx thunderstorms,"Miami, FL",25.796,-80.278234,15/4/2016,23:50,2,0
721156567706550000,a huge happy birthday to this crazy thanks for the_,"Clearwater, FL",27.9736,-82.7643,16/4/2016,2:01,0,0
720963710647472000,a huge last night as i opened an agency sustainable family services in_,"St Petersburg, FL",27.8491189,-82.6468451,15/4/2016,13:15,1,0
721009702948233000,a life is not important except in the impact it has on other lives,"St Petersburg, FL",27.76823801,-82.65324734,15/4/2016,16:18,1,0
720998695571963000,a lil pre ytt nap jai dee yoga and wellness studio,"Tampa, FL",27.99862,-82.45149,15/4/2016,15:34,0,1
721067645718671000,a lil soft grungy blues clip for your start of the weekend,"Port St John, FL",28.4654754,-80.7890407,15/4/2016,20:08,4,0
721017683529977000,a little blurry__ round up tampa,"Town 'n' Country, FL",28.0039425,-82.5976334,15/4/2016,16:49,0,1
720653980519366000,a little bruce springsteen cover this is just the third verse folks,"Orlando, FL",28.5401682,-81.3811162,14/4/2016,16:44,3,0
721022958282620000,a little more daytona_,"Daytona Beach, FL",29.18847672,-81.07048661,15/4/2016,17:10,7,2
720962479958933000,a little pickerupper foundation coffee co in riverview fl,"Riverview, FL",27.8538935,-82.28356256,15/4/2016,13:10,0,1
721070636123230000,a little r r before heading to the second gig rosey nails in tampa fl,"Town 'n' Country, FL",27.99574975,-82.57956364,15/4/2016,20:20,0,1
720811454207799000,a little rose and tours of one of the most spectacular properties in ft,"Fort Lauderdale, FL",26.156901,-80.100225,15/4/2016,3:10,0,0
721139163618107000,a little shopping in winter park for the perfect gift to warm up the home of my business_,"Winter Park, FL",28.60239537,-81.36387303,16/4/2016,0:52,0,0
721154285988397000,a little teaser dining area citra at windermere apartments,"Lake Butler, FL",28.44842574,-81.56090104,16/4/2016,1:52,2,1
721178329928376000,a little thought and a little are often worth more than a great deal of,"Tavares, FL",28.803609,-81.726614,16/4/2016,3:28,2,0
720713833963220000,a los panas para irnos de rumbita esta noche a baru_latinbar dale_,"Miami, FL",25.76432173,-80.19310813,14/4/2016,20:42,2,0
721173925800120000,a new plane came to get us finally off to dallas wish us better luck with this flight,"Naples, FL",26.15405694,-81.77021437,16/4/2016,3:10,1,0
721144029279158000,a pakistani dish i loved it naimmoqtadir thank you cocunut creek,"Coconut Creek, FL",26.294469,-80.19835,16/4/2016,1:11,0,1
721180173320589000,a perfect night out with my good hometown friends from,"Jupiter, FL",26.9361128,-80.08036589,16/4/2016,3:35,2,0
720565177461157000,a pic from last nights video shoot for al monte from our upcoming album,"Miami, FL",25.7877,-80.2241,14/4/2016,10:51,0,1
721233140182814000,a primeira vez que vi meu filho que o olhei diretamente olhos que sorri pra ele que ouvi o_,"Doral, FL",25.8094873,-80.3451046,16/4/2016,7:05,0,0
721154420130652000,a punto de ver donde mi amigo paseo de las artes,"Doral, FL",25.8076809,-80.3232363,16/4/2016,1:53,1,2
721095877348057000,a quick shout out to travelgod_ for doing miami like a boss heres my photo from a week ago_,"Miami, FL",25.7877,-80.2241,15/4/2016,22:00,0,0
721120570599936000,a quick stop to walk dogs between rain showers and between parties oglesby avenue,"Fairview Shores, FL",28.59106332,-81.37843508,15/4/2016,23:38,0,1
721017709052317000,a quick with apeiromiami for just and apeiro_,"Miami, FL",25.80801407,-80.19290908,15/4/2016,16:49,5,1
720708574549274000,a salute in the dark hunters creek florida,"Hunters Creek, FL",28.3571,-81.4285,14/4/2016,20:21,0,1
720738869507989000,a semi waveside drinking a wavemaker amber ale at,"Port Richey, FL",28.273,-82.7263,14/4/2016,22:21,2,3
720707333450559000,a shot of a new piece that i worked on for my good friends kept this one_,"Bradenton, FL",27.4882,-82.5777,14/4/2016,20:16,1,1
720770271800606000,a smile is a curve that sets everything,"West Palm Beach, FL",26.71,-80.0644,15/4/2016,0:26,4,0
720902994963734000,a solo minutos del ahora estamos en un restaurant con nuestro mismo y_,"Hialeah, FL",25.871201,-80.322467,15/4/2016,9:14,1,1
720810800521175000,a streetcar named desire at the little theatre was so great i am throughly moved plus i got to_,"New Smyrna Beach, FL",29.0291004,-80.8950806,15/4/2016,3:07,0,0
720852539588026000,a sunny saturday morning in with friends,"Miami Beach, FL",25.78444509,-80.13123805,15/4/2016,5:53,6,0
721122119296380000,a swallowtailed kite oh and the sunset,"West Palm Beach, FL",26.73009,-80.09838,15/4/2016,23:44,4,0
720659318719258000,a ten minute walk to a great breakfast rivergate coffee shoppe in ormond beach fl,"Holly Hill, FL",29.27736604,-81.08406482,14/4/2016,17:05,0,1
720956831699341000,a tus hace mejor no sacar cuentas y basta con decir que como el buen vino mientras,"Kendall West, FL",25.7177926,-80.4483499,15/4/2016,12:47,0,0
721017565229621000,a ver a mis princesas por fin,"Miami, FL",25.78973351,-80.26927912,15/4/2016,16:49,2,0
