1550731750,0,I think there's a problem with the ISP in this area or something...my connection go too slow to do anything online yesterday &amp; today 
1550731779,0,@ nawong How do I go about getting access to idzr.org I'm dying to try it out 
1550731783,0,@ nawong How do I go about getting access to idzr.org I'm dying to try it out 
1550732158,0,Talking to designers...I can't squeeze any design juice from my brain...for my personal website. 
1550732349,0,Rainy day 
1550732363,0,completely failed to upload my cute picture. Format too big 
1550732513,0,"Hrm, scanner traffic diminishes greatly when your public services are on strike. "
1550732570,0,doesnt have 1 single pair of spring pants that fit 
1550733255,0,tired of swollen hands...they don't feel good. 
1550733399,0,goodmorning!&lt;3 wishing the sun would come through the clouds  i can tell this is going to be one of those days..... 
1550733919,0,The spring is now finished and i'm going back to school tommorow. 
1550734185,0,"Dizzy, I am not feeling well today. "
1550734197,0,At Opening Day--the Commerce Bank &quot;C&quot; mascot just walked by. The bank is changing its name--will the &quot;C&quot; lose its job? 
1550734334,0,It's raining outside and the forecast say rain all day. crappy start to the weekend 
1550734449,0,"Been up since an ANNOYINGLY early hour for a Saturday, laying in bed attempting to fall back to sleep....it is evading me "
1550734506,0,"If I could offer you only one tip for the future, sunscreen would be it....  Should have read the Mary Schmich book - ouch "
1550734881,0,Softball in...Eureka................it's raining here maybe not there.............Eureka! It is raining there. No more fun in the Sun! 
1550735131,0,Settling down.. enjoying my cup of Rooibos tea....tweeting.....missing Captain C already.. 
1550735656,0,@Morrica sorry to hear that  Hope you get well soon!
1550735772,0,Didn't know that Twitter screen names had to be that short....EnglishSenseiCafe didn't quit fit 
1550735807,0,"@DonnieWahlberg I WANT to be outside working in the garden, but it's raining AND I'm sick. "
1550736190,0,Oh crap came back from my walk and computer had hung again with black screen. Restarted and corrupted graphics again even during POST 
1550736359,0,argh hate how forums don't let you delete posts 
1550736610,0,urgh im tired impatient and over boys and their silly games 
1550749726,0,I am up at 8 in the morning when I could have slept in 
1550749862,0,@Violet_Crush Sorry to hear that  But at least you're with us now! #readathon
1550750162,0,I broke the vibrate on my fone. 
1550750236,0,"Race was good! Ran better than last time. Didn't see @ff4500 or @amydoesit, though. "
1550750886,0,@IngaLeonora I just got home but really didn't want to  was nothing to do out there...
1550750986,0,@emkins i KNOW! 
1550751304,0,work until 3. Blah 
1550751546,0,@javierabrown I wish I was there 2 participate 
1550751610,0,The www.iplt20.com site if down I believe. It shows a 503 Server Unavailable error. Whats the issue? 
1550751619,0,fhrjekdfnb where are youuuu? 
1550751726,0,"I hate myself for not doing my homework now!  oh ya, had a pedi today LOL. I want a blackberry!!! (to tweet) ok, I'm not gonna tweet again"
1550751893,0, at last night 
1550752521,0,Another gorgeous day! Dry here. Need the four rain days coming up. Ct. wildfire. 
1550752610,0,@natmillAr Nataliee! I love you and still have your bday gift  I must see you soon!!!
1550752882,0,i feel really sucky right now 
1550752908,0,"Got most the way to ASDA and road closed due to am accident, driving to other now. So hungry "
1550753123,0,is sitting on the couch when she should be working out. 
1550753269,0,I have work to do  I will be back l8r (I hope)
1550753417,0,i can&quot;t figure out how to twitter from my phone 
1550753560,0,"stuck without a ride  taking the bus home from work, without an ipod..."
